cust_id,term,amount,apy
864402,15,575334,4.39
119117,30,431036,3.35
260046,30,338245,3.84
798362,15,348873,4.23
959132,30,285657,3.56
349141,15,431937,3.99
886316,10,323806,4.76
127803,15,500261,4.61
491890,30,326840,4.32
830840,30,482475,5.25
244673,30,447967,4.33
307441,30,258124,4.34
909600,30,210908,4.18
918153,15,530295,4.37
772360,30,260156,4.19
179520,30,332306,4.54
206793,15,569029,3.79
550427,15,427645,5.06
509845,20,420912,4.57
660207,10,422687,3.37
394161,20,412509,4.26
386721,30,327870,4.56
682494,30,249672,3.46
554723,30,399413,4.22
527471,30,239074,4.22
880929,30,318598,3.41
183673,30,319737,3.98
680109,30,309783,3.98
238326,30,428171,3.89
602445,30,375144,4.42
945613,15,446814,3.79
524352,20,395551,5.41
883195,30,452124,4.94
691377,30,283286,4.34
550194,30,377552,3.69
833030,30,349596,3.31
997096,15,318341,4.58
710074,30,360922,3.95
235764,30,424059,3.37
562199,30,361629,4.54
134760,30,372922,4.72
447526,30,317287,4.91
460510,30,479896,4.35
188060,30,386246,3.91
863164,30,432805,3.64
545145,30,386963,3.7
811600,30,368188,3.84
462807,30,483304,3.61
332208,15,383694,4.2
841485,15,427350,4.4
545874,30,351723,4.49
657911,20,289706,4.09
471920,30,402250,4.74
539453,30,313493,5.14
359435,10,356671,3.66
936291,30,349745,3.81
895450,15,499987,4.5
805109,10,435904,4.12
127155,30,320101,3.26
696832,15,315559,4.47
355064,30,423963,4.23
994318,20,349545,3.87
312095,10,422450,4.27
721695,20,244142,4.66
451755,15,422402,4.44
980236,30,352397,4.5
597854,30,390493,4.26
938312,20,402189,4.38
144134,30,391567,4.8
525949,30,473094,3.68
730972,15,441053,5.28
728733,30,198084,4.8
626293,30,421163,3.9
593100,20,448796,3.99
447476,30,339488,3.78
741719,15,383551,3.84
465369,10,495057,3.86
652360,20,412650,4.7
945368,30,364589,4.0
394783,30,384727,4.78
484138,30,478691,4.19
611378,20,474019,4.94
240220,30,388506,3.93
602772,30,379534,4.2
729279,30,306991,5.04
322272,30,318696,4.12
486328,30,336561,3.78
411260,30,429236,4.21
707757,30,370627,4.19
789798,30,354094,4.24
474024,30,490219,4.48
670516,30,404639,3.31
327878,30,261068,4.47
170808,30,343818,3.73
191512,30,525894,4.93
366312,30,446515,4.2
636722,30,368364,4.32
317675,15,494355,4.07
688689,30,339400,3.2
478266,15,432137,4.28
116753,30,438285,4.76
878666,30,517128,3.82
590742,15,439551,4.31
764075,30,396891,4.63
299841,30,442419,3.6
449390,30,287859,4.17
908753,30,367140,4.34
227497,10,448176,3.7
868013,30,232670,4.0
406267,30,433001,4.36
288903,30,454559,4.49
259068,20,333264,3.9
125954,30,371664,3.05
679437,30,440486,5.05
717216,30,517173,4.19
415866,30,349288,4.55
337201,30,280259,3.63
979432,30,363305,4.36
282733,30,464412,4.33
139540,30,621487,3.75
764875,30,432647,4.27
758177,30,382585,4.93
577370,30,268260,4.5
166858,30,572618,3.56
675195,15,452304,4.51
191757,30,389058,4.66
105570,30,421255,4.45
656930,30,385488,4.52
247360,15,400819,3.47
112659,30,509335,4.27
921170,30,346444,3.73
223762,20,181424,4.04
248502,15,387933,5.07
765960,20,369446,4.48
926845,30,405019,3.83
261908,30,430024,3.41
644526,30,364980,4.03
116389,30,399803,4.44
478678,30,403522,4.55
182027,15,348705,3.47
434205,30,386142,4.32
522474,10,401861,4.49
656054,30,373066,3.64
884311,30,255329,3.92
439198,15,451840,4.83
879389,30,381876,3.73
674459,30,274560,4.38
862230,30,373129,3.88
840899,30,410157,3.39
765182,20,506258,4.4
269107,30,375632,4.32
755679,30,345559,3.59
567071,15,482019,4.49
638763,15,328453,3.94
385049,20,358702,4.51
752736,15,306082,4.74
519718,15,446237,4.43
210576,30,472327,4.68
792443,10,474726,4.36
750455,10,448959,4.42
564614,30,313402,4.84
572835,15,316140,3.54
832424,30,325096,3.29
303075,30,339042,4.22
532821,30,373771,4.31
359598,15,395527,4.37
696396,30,384754,4.32
188180,15,418732,3.17
335544,30,345127,4.47
318422,15,434564,5.16
735022,15,362724,3.82
607592,30,321381,3.54
642533,10,439260,3.85
230630,30,342395,3.87
944927,30,368695,3.9
520542,30,359388,4.65
759617,30,472912,4.25
473680,30,274551,4.07
891450,10,265062,4.87
721440,30,480059,4.64
165382,15,388706,4.38
508394,20,356323,3.61
840925,30,439008,4.03
694765,30,381230,3.42
268369,20,247508,3.41
340238,10,405992,4.75
953821,20,322385,3.77
227117,30,404119,3.5
870337,30,311390,4.68
290905,30,281341,4.16
639423,30,525631,2.96
616286,15,452817,4.29
126779,15,257998,4.54
414848,10,446654,4.59
530924,30,251530,5.19
405550,30,274300,3.83
325586,30,425205,4.99
262240,15,517675,3.86
220665,30,433772,4.7
334272,30,406271,4.97
630107,30,312030,4.3
625024,30,393232,4.53
350442,30,457107,4.02
943111,15,398802,3.47
667039,30,406575,3.67
222274,15,598713,4.34
491773,15,413175,3.93
354186,30,299988,4.34
828597,30,471403,3.86
676075,30,415053,3.97
814450,30,380672,4.06
257107,30,272988,4.63
234935,30,396688,3.4
637080,30,446786,4.46
724290,10,375028,4.42
439827,30,367258,4.53
337932,30,363775,3.58
901370,30,434578,4.59
980051,30,274495,3.4
659119,30,405009,5.41
325511,30,375439,4.99
165742,10,506159,4.05
395179,10,402218,4.66
598125,30,340401,4.83
284950,15,348279,3.35
548739,30,440656,3.69
962289,10,342252,4.32
267056,30,333253,4.42
994012,10,458500,4.82
519626,30,336998,4.59
953033,30,459493,4.13
579206,20,270148,3.54
215199,30,378139,4.79
418994,30,396439,3.43
474270,30,341422,3.92
809746,30,420121,4.24
700824,30,354375,4.08
207584,30,306703,2.95
234227,15,339079,4.54
516324,30,368272,3.38
450826,30,433004,3.57
696205,30,440802,4.63
790633,30,424661,4.15
426662,30,362434,4.51
639645,30,343077,4.08
990002,30,434094,4.29
441057,30,349109,4.79
585465,30,366229,3.82
525736,30,338898,4.3
272189,30,524313,4.53
787546,30,437266,4.81
771623,30,396610,4.52
480433,30,291593,4.0
145690,30,379849,3.75
910266,15,227934,4.69
220792,30,433887,4.18
946355,30,373281,4.34
837279,30,382202,3.77
671523,30,334258,4.6
582972,15,436911,4.26
120580,30,546076,4.59
829233,30,223003,3.92
942175,30,358705,4.9
156025,30,277454,4.01
584961,30,508050,4.94
169412,30,341833,4.4
931188,30,449702,4.49
621318,30,335366,4.49
480723,30,401178,3.93
826831,30,390973,3.83
607086,30,352995,4.74
678186,30,509298,4.81
520201,30,341850,4.03
722017,30,265823,3.95
429114,30,293828,4.23
891175,30,377571,4.54
602367,30,278490,4.45
357716,20,486526,3.99
509712,30,521438,3.0
341388,30,478814,4.17
209962,30,381470,4.27
443413,30,302524,3.98
990740,30,411441,4.05
704807,30,414876,3.83
455442,15,274589,3.95
370965,15,294140,4.14
716020,30,468375,4.96
128630,30,365020,4.13
371861,15,483011,4.08
517606,30,333470,4.56
194411,10,361052,4.34
238172,30,398484,3.75
254987,30,384198,4.08
930128,20,287738,4.0
681501,30,385393,4.75
364038,30,317819,3.84
840046,30,359608,3.97
610330,15,404981,4.64
531357,30,486194,4.73
992998,30,329098,3.37
800179,15,430964,4.73
992870,15,339128,4.18
613338,15,335136,3.83
161684,15,360308,4.29
303891,30,328422,4.25
302043,15,511832,4.4
837938,30,296993,3.92
531471,30,255811,3.74
471826,30,466073,4.05
781630,30,323504,4.51
175993,15,375254,4.75
957605,30,309662,4.26
243497,10,455586,4.8
794111,30,449297,3.99
989804,30,356662,4.14
116579,30,465754,4.19
809244,30,336473,3.69
464007,15,402128,4.58
748842,15,430227,3.69
453865,30,226771,3.95
627647,30,461095,4.26
397733,30,388415,4.02
958782,30,330728,3.88
979286,30,376883,3.26
976026,30,388011,4.07
105742,30,419167,3.88
105287,30,405087,4.2
353333,30,543442,4.09
142145,10,417295,4.64
363176,30,307507,5.07
540662,30,364779,3.14
761555,30,346625,4.47
744272,30,265578,3.12
917816,15,467283,4.62
607114,15,473038,4.85
295500,20,193546,4.4
932847,30,243875,3.75
101701,30,376845,4.62
477918,30,329457,3.64
737349,30,415370,4.27
474767,15,355968,4.03
239823,15,380436,3.34
993983,30,343126,4.35
711885,10,440494,4.2
762029,30,373310,3.76
289527,30,412607,4.13
578003,30,468968,4.31
540990,15,301720,3.72
282286,10,457261,4.02
911177,15,470420,4.83
743915,30,267671,4.71
212572,15,323321,4.56
701771,30,233679,4.68
718664,15,440284,4.38
901552,30,349063,5.08
911441,30,324496,4.53
724763,10,393819,4.96
867442,30,374715,4.35
132606,10,381602,4.13
939578,30,353529,3.85
860012,30,396064,4.43
434506,15,243079,3.33
582209,15,458014,5.04
734302,30,297409,4.38
902639,15,503081,4.64
279691,15,277742,3.77
464806,30,411866,4.71
915160,30,344914,3.64
931740,30,307166,3.61
436390,30,424090,4.82
950207,30,251082,3.69
343994,30,444578,3.15
823058,15,463314,5.08
906344,30,332080,4.11
722811,30,452304,4.71
697054,30,368914,3.92
477802,30,351085,4.78
667973,30,319866,4.06
917180,30,326769,3.71
566379,30,404689,4.73
708012,15,316913,3.93
542638,15,386133,4.2
634397,30,345285,3.98
374958,30,219601,4.51
269706,15,469861,4.39
838702,15,394709,4.7
946271,15,403033,4.34
679094,15,451421,4.79
609862,30,261593,4.37
587117,10,395219,4.04
189197,30,347780,3.94
607571,30,301815,5.38
110271,30,334020,3.97
366773,30,410011,4.42
608659,30,383794,5.18
961458,10,338834,3.96
368058,30,175467,4.01
499264,30,555430,3.57
545378,30,332436,3.97
461544,15,416229,4.44
995816,30,324308,4.86
249593,30,482291,4.42
462048,15,270343,4.27
438366,10,374620,4.36
248879,30,253111,3.98
204641,30,488253,4.21
389253,30,293832,4.9
643354,30,499378,4.49
723898,30,338241,4.16
431822,30,428942,4.98
778454,30,316052,4.33
450538,10,408922,3.98
178492,30,345330,4.67
272518,15,307433,4.79
252733,30,372531,4.25
773349,30,394771,3.92
150820,15,326113,4.15
290085,30,281743,4.29
542142,15,493757,3.59
773937,30,452322,4.33
255145,30,434687,4.14
452476,30,250316,4.17
435098,30,545754,4.27
858997,15,337080,3.78
120587,15,274389,4.95
514775,15,439538,4.18
752924,15,406553,3.76
321340,30,275335,4.08
131509,30,513705,3.74
590501,15,431608,4.02
389412,10,321271,4.5
466030,30,395998,3.74
798288,30,462549,4.3
165806,30,395287,3.78
227331,15,325805,3.67
480231,30,379714,4.1
147481,20,570081,4.23
353577,30,492254,4.41
842534,15,365250,4.28
998955,30,372097,4.38
239927,10,451390,4.57
222961,30,505520,4.75
172271,30,471467,4.5
456416,15,452610,3.96
913893,30,500811,4.76
119742,15,384543,5.48
536479,15,518014,4.33
447415,30,284869,4.5
727375,30,437904,4.33
756103,30,382905,3.91
266919,30,357815,4.34
899690,30,281924,4.76
601984,20,337994,4.99
749197,30,552911,4.18
916331,10,415843,4.16
273508,15,395853,4.23
574120,30,346196,3.77
475917,30,298753,4.59
535926,30,324897,3.46
136622,30,263602,3.6
842993,30,300803,4.29
695326,15,458552,3.87
709953,15,410761,4.34
619023,30,423941,3.9
721519,20,559062,4.98
726296,30,336427,4.72
258758,15,450611,4.7
534108,30,255345,3.72
814171,30,315010,4.43
175500,30,315443,4.53
278988,30,489132,5.21
823675,30,493923,4.24
556658,30,386972,3.72
569237,30,358893,4.72
289011,30,314855,4.34
564358,30,451859,4.21
888696,30,325915,5.07
484345,20,384492,3.98
131225,30,371157,4.25
853655,30,255048,4.77
631329,15,476098,4.71
314665,15,444780,4.38
665245,30,358813,5.12
194286,10,463415,4.39
983885,30,330182,4.82
619815,15,369190,3.91
163778,10,215866,3.49
584031,20,377429,3.87
888193,30,467177,3.72
331516,30,281672,3.74
133331,30,328762,3.6
618471,30,313987,3.66
259514,30,360309,4.88
153854,30,328957,4.58
184039,30,369463,4.58
241999,30,322799,4.15
320629,15,440682,3.62
371639,30,190682,4.11
525308,30,482819,4.83
480714,30,408226,3.96
158387,10,329555,4.44
910596,30,364464,4.4
613547,15,182664,4.34
246670,30,334917,4.33
681976,30,391092,4.29
939557,15,456881,4.46
384297,20,487706,4.25
139117,30,397692,4.45
129316,30,278841,3.86
347423,30,567522,4.18
342409,30,431940,4.69
229723,30,329730,4.61
472508,30,337393,4.03
502702,30,359306,4.25
105874,30,185130,4.37
997086,30,462099,4.29
824924,30,452642,4.39
640673,30,455403,4.8
194175,30,384693,4.43
153771,30,326024,4.19
423307,10,416805,5.0
226060,30,433360,5.19
635986,30,193384,3.62
165142,30,396865,5.79
579945,15,403434,5.04
157654,30,239526,4.73
392862,30,485095,4.85
657595,30,395809,4.23
860473,30,354300,3.5
162271,20,348010,4.47
266513,15,400178,4.2
578864,15,481685,4.56
190697,30,345490,3.8
953386,30,323346,4.33
344035,30,326109,5.05
935222,30,404891,4.87
956681,15,342175,3.7
807482,30,423044,4.69
136277,30,508424,4.31
871114,15,401767,3.92
135950,30,437567,4.08
562767,30,383954,3.88
684733,15,513895,3.74
145799,15,402581,3.82
946399,30,369953,4.98
314432,15,442380,4.03
991271,30,354076,4.53
437585,15,266128,4.27
861782,30,330796,4.24
269493,20,362796,4.63
500916,30,334977,4.06
727970,30,376700,4.57
969334,30,387117,4.58
616816,30,417703,4.52
984610,30,384861,3.87
475189,30,269731,4.12
808619,10,450931,3.98
472952,30,298671,4.49
895344,30,379315,4.75
332645,10,341076,4.25
810164,30,338917,4.49
386330,30,464923,4.52
844516,30,415463,3.64
536716,30,384859,3.97
177880,30,544893,4.04
215722,15,346301,4.2
971308,30,275696,3.59
402681,30,389733,4.37
845818,30,342311,3.38
711778,30,309056,4.63
730136,20,329602,4.74
578576,30,183772,4.5
994488,15,305861,3.53
189059,30,326693,4.87
287544,30,251754,3.88
380323,30,452358,4.37
697708,20,374954,3.55
367229,20,422271,4.64
473929,15,406658,4.49
177628,30,453073,4.33
235165,15,420434,4.62
584120,30,430877,4.69
456979,30,244569,3.46
702493,30,334094,5.04
561297,15,227014,3.82
232057,30,410203,3.82
163088,30,329423,3.51
272377,30,276090,4.79
268266,30,313691,4.5
789843,30,345203,4.14
659272,15,271146,4.02
209667,30,317750,4.27
447421,30,401166,4.97
245406,30,451674,5.17
803860,30,471698,4.2
500016,30,332814,4.41
207614,15,403572,4.22
159370,30,400048,4.33
678156,10,424155,3.88
841226,30,213771,3.94
153388,30,349552,2.54
916625,30,312904,4.26
171639,15,579042,4.23
989197,30,253791,5.34
520566,15,382653,3.97
237262,30,328509,4.11
258667,30,329712,4.18
850389,15,291724,3.95
561401,30,508128,4.61
199830,30,263547,3.77
679072,10,427803,4.21
296559,30,406716,4.44
312338,30,383720,3.86
331397,30,375266,4.44
823935,30,311023,3.46
694001,30,314920,2.97
144468,20,400193,4.78
466646,30,257620,4.3
573930,30,302218,4.07
499039,30,409044,3.35
129996,30,402807,3.17
693060,30,351253,5.34
187362,30,535231,3.29
893887,15,427455,4.16
632227,30,413587,3.77
296793,30,411203,4.49
951689,15,263927,4.0
929529,20,442768,4.94
534440,15,373877,3.78
866966,20,326202,5.05
472970,15,334271,4.34
785066,30,365526,4.26
235496,30,376512,4.28
605140,30,453057,3.79
544363,30,447510,3.32
276800,30,395172,4.07
382431,30,211095,3.55
602238,30,335767,3.86
878806,30,386456,4.2
839557,15,373717,3.34
555157,30,463875,3.93
836448,15,349589,4.77
620884,10,428752,4.04
802732,15,363254,4.28
930428,30,441427,3.9
681461,30,466201,4.31
684075,30,467873,4.27
601327,30,440556,4.31
670559,30,251837,5.16
898127,30,240754,4.25
487839,10,405499,4.11
462067,15,263763,4.2
346047,30,298897,3.73
301017,30,499753,3.98
767314,15,228967,4.29
870981,15,547618,4.19
805645,30,395892,4.23
376969,30,282480,4.29
700441,30,430158,4.49
180411,30,380655,4.96
472430,30,327553,3.82
656215,30,459055,3.74
541044,15,539777,3.82
324616,15,346924,3.56
591814,30,348235,4.53
473115,30,325061,3.43
878229,30,396717,4.52
904718,30,462771,3.85
458676,15,454825,4.11
749946,15,431921,4.02
241496,30,341460,3.69
881652,30,402713,5.1
638528,30,302106,3.35
666810,30,331050,4.31
323605,10,385822,4.83
953690,30,458087,4.11
286670,30,425999,4.21
358392,30,423378,4.78
199990,15,306508,4.29
648207,15,439648,4.23
309015,10,389287,3.63
740735,30,338665,5.02
911231,15,329699,4.26
340794,30,439807,3.77
761554,30,343930,3.34
449104,30,321104,4.22
685835,30,350160,4.63
884808,30,435372,4.09
506770,30,423677,4.04
197448,30,434785,4.09
912016,15,342354,4.42
352144,30,359740,4.71
141778,30,360021,4.41
739955,15,243178,4.2
864673,30,433943,3.9
331287,30,423191,3.44
553101,15,337625,4.06
591335,15,452311,3.5
865960,15,208650,3.9
991159,30,423337,4.24
302291,30,297932,4.32
730019,30,403830,4.46
133355,30,239295,4.82
515657,30,319548,4.03
719133,30,434871,4.33
544650,30,404525,4.21
158557,30,325022,4.0
672723,30,309385,3.81
127848,15,270123,4.5
569474,30,407334,3.71
829861,15,391823,3.64
680405,10,327892,5.07
594028,15,443791,4.2
298499,30,408663,4.72
831598,30,339648,3.62
845379,30,370936,3.68
927569,10,477777,3.82
177653,30,357043,4.72
968774,30,400024,4.08
953637,30,442836,4.44
507369,30,272295,4.52
807611,30,427636,4.59
762551,15,349687,3.83
555420,30,411951,4.81
701407,30,457651,4.09
445843,15,274385,4.94
446296,15,394867,4.0
885732,30,447554,4.74
333027,30,366828,4.92
543618,30,334664,4.77
867130,30,391110,4.5
927315,15,328762,4.27
740710,30,418870,3.72
842113,15,444428,3.68
824676,30,339734,4.69
539715,30,366514,4.24
217148,20,401934,3.73
562046,30,361956,4.76
194221,30,224878,3.94
175384,30,443588,3.63
877202,30,186016,4.04
354957,30,464464,4.71
346667,30,472593,4.52
947754,30,327472,3.78
870416,30,375259,3.77
291170,30,302133,4.4
558619,15,348613,3.9
581821,15,431854,4.62
798917,30,414322,4.35
905851,30,487743,3.76
775910,15,359525,4.23
264042,30,338021,4.49
985980,30,358266,4.7
300485,30,415618,4.18
427091,15,364943,3.53
865737,30,278230,4.4
214798,20,409397,4.6
809781,30,422931,4.73
171443,30,396511,3.74
572833,30,245309,3.86
472478,30,300703,4.61
721451,30,406202,4.76
399983,30,314205,4.39
266775,30,343610,4.85
680063,30,234754,4.06
456920,15,314606,3.26
516157,15,420681,3.77
494660,15,339499,5.27
672743,30,433124,4.48
541594,15,543581,2.7
514240,15,327156,3.88
341054,30,431413,4.4
581965,15,343863,4.82
486512,15,264880,3.28
981906,30,339109,4.33
709793,30,417028,4.03
123662,30,339645,4.05
146173,30,473420,4.52
776013,30,400549,3.94
833854,30,221712,5.03
996259,30,482255,4.16
966549,30,352874,5.12
140023,15,427494,4.97
215210,30,529373,5.0
347019,30,325394,4.67
268635,30,409242,3.73
362511,15,493534,4.47
372098,30,290575,4.52
837623,30,367911,4.29
173142,30,503156,4.43
530887,10,386250,4.0
824236,20,346828,3.86
273165,30,266258,4.96
753500,30,245537,4.17
567231,15,404602,3.0
509371,30,407624,5.01
115613,30,383807,4.66
403267,15,439116,3.45
418558,30,480355,4.14
975354,30,305688,3.07
220262,15,425728,4.48
799202,20,412831,4.27
310485,30,330892,3.83
765626,30,456202,4.32
149174,20,371957,4.32
201254,30,367176,4.62
513066,30,385899,3.95
344891,30,408271,5.49
109387,15,411901,4.41
480959,30,603648,4.4
117885,15,360952,4.66
382074,15,385937,4.76
786405,15,516699,4.54
795657,15,394374,3.48
294208,30,490115,4.24
702830,30,298925,3.26
112323,30,468571,4.95
381843,20,371172,3.52
665127,30,337813,3.63
873819,30,385572,5.28
824426,30,511851,4.41
546439,30,368366,4.7
119175,30,401965,3.55
977850,30,240149,4.86
819691,30,442209,4.43
285407,15,224451,3.78
190270,15,233257,4.17
978843,15,287942,3.48
923737,30,447424,3.8
926745,30,373740,4.75
632062,15,367767,4.2
365185,15,274802,4.69
225490,15,474867,3.93
721702,15,371231,3.73
547856,10,391791,3.9
949709,30,432524,4.14
610819,30,285265,4.26
773998,20,429193,4.08
620040,30,335363,4.61
514309,30,496327,3.98
635123,15,502048,3.9
354867,30,429488,3.43
978875,30,416644,3.62
203969,15,158235,4.76
312912,15,268435,4.41
694786,20,376587,4.31
740163,30,258770,4.31
276962,30,329131,4.56
334776,30,303544,5.1
965817,15,533449,4.58
783663,15,311247,3.45
793446,30,427257,3.28
198780,30,402538,4.44
939123,30,391721,4.85
820760,20,429117,4.33
778611,10,426147,4.41
467231,15,351211,4.31
260250,30,299196,4.53
152234,30,362102,3.82
701471,30,381204,4.05
835830,30,335480,3.97
123208,20,271588,4.65
915340,30,287475,3.76
486799,30,422744,3.71
717942,30,273041,4.61
171138,15,433896,4.14
532071,30,295516,4.26
721361,15,448652,4.25
371059,30,483091,5.0
516366,30,281527,3.85
164840,30,350613,4.34
793613,20,401918,4.6
878180,30,511642,4.17
142438,15,559109,4.64
446334,30,383655,3.7
253450,30,338004,4.04
390124,30,397780,4.4
512652,30,320930,3.7
800679,15,379877,3.45
792734,15,343812,4.61
674550,30,235987,4.89
130284,15,339665,3.59
815518,30,388313,3.88
282196,30,434408,4.19
844236,30,378128,3.51
932487,15,509922,4.43
112649,30,365614,4.2
809193,15,448777,3.63
794731,30,327521,4.81
274277,15,323166,4.28
775205,20,506714,3.92
751923,30,405262,4.66
456804,30,436761,5.52
316995,30,361162,5.45
226531,30,397476,5.03
678333,15,291905,3.51
803749,30,425659,3.98
302337,30,406342,4.09
335347,30,375587,4.07
777583,30,210906,4.53
593218,30,435327,4.15
750786,30,445280,4.16
996642,15,263964,4.36
872630,30,308384,4.29
829642,15,403861,3.18
874383,30,400557,4.05
729711,30,351844,3.87
879932,10,335524,3.79
692918,20,377173,4.05
420797,15,487999,4.34
935404,20,480950,4.66
829797,30,433926,3.04
785695,30,363827,3.93
399150,15,405893,4.25
882956,30,323362,4.28
949279,15,283127,3.87
560373,30,223461,4.05
284156,30,336710,4.31
980958,30,409879,3.55
626121,30,432207,4.22
696929,15,433021,3.99
667444,30,330419,4.03
452987,30,440256,5.11
379052,30,323883,4.44
888321,30,425147,3.95
173311,15,318089,4.6
110300,30,423582,4.46
518550,30,382577,4.38
154998,15,315179,4.4
751069,30,251840,4.19
915038,30,460987,3.18
962449,30,336181,3.69
742044,20,417858,3.58
903978,15,353347,4.45
965264,30,425609,4.17
881751,30,414909,4.52
680595,15,370159,3.8
905136,30,444191,4.45
181173,15,325927,3.75
922666,30,317268,4.57
968333,30,528172,3.6
577614,30,405937,4.29
276690,30,346839,4.98
716207,30,398257,3.78
703555,30,343521,3.35
789863,10,249613,4.77
119992,30,413868,3.74
545489,30,349072,3.59
473157,10,430317,4.45
869401,30,484680,4.45
579884,30,264483,4.1
989934,30,469776,3.72
356384,15,424778,4.1
510418,30,346861,4.32
239163,15,313881,4.04
361398,30,321890,4.6
598673,30,400826,4.51
549685,30,365799,3.99
716329,30,413242,3.86
233421,15,387589,4.16
399284,15,349655,3.81
278251,30,332139,4.65
848116,30,385326,3.94
175000,30,350962,5.22
908318,30,413456,3.79
483879,15,367008,3.98
405443,15,394160,3.71
937411,30,234113,4.23
256699,15,350391,4.84
381342,20,358399,4.32
218619,30,539552,3.65
382633,30,521061,4.62
682923,15,341978,4.49
585308,30,419256,4.46
460517,10,283457,4.46
904548,30,394088,5.52
293270,30,392512,4.03
204995,15,306302,4.58
975943,30,360503,4.74
965803,15,522964,3.73
906743,30,394275,4.06
872184,30,356223,4.35
528101,30,442793,4.15
670026,15,376619,4.06
934051,15,289872,3.71
294620,15,442995,3.03
302594,30,461502,4.48
755893,15,437170,3.96
324286,15,343706,3.26
323750,30,336776,3.48
727023,30,352415,4.26
487770,30,535621,4.07
930409,30,436360,4.41
741461,20,409238,4.22
939982,20,471438,4.49
820877,30,370401,5.44
432538,30,481139,4.09
101314,20,378533,3.6
995580,20,303355,4.79
855047,30,294880,4.06
823717,30,497103,5.21
473564,15,354115,2.76
383690,30,503451,4.49
172204,30,191893,4.43
573350,30,482647,4.82
910504,15,302930,3.93
748262,15,309250,5.02
965453,30,321461,3.57
960326,30,666379,3.6
174833,15,233586,4.5
224020,15,420102,4.35
188053,15,221871,4.33
759169,30,475781,4.47
217463,30,378863,4.24
623863,30,285533,4.36
518428,30,291672,3.79
327929,30,215896,4.1
323225,30,419124,4.65
379538,30,276846,3.88
998546,30,342560,4.08
991997,30,491934,4.76
826860,30,409756,4.11
334877,30,355617,4.23
729406,30,412699,3.57
164284,30,353076,3.99
572295,30,373471,3.82
597190,15,371383,4.36
422169,30,433704,4.11
211000,30,319057,4.48
333590,15,321707,4.26
579719,30,344572,5.12
917451,30,304902,3.42
812652,30,429320,4.86
135894,30,414515,3.52
258048,30,413291,4.54
506655,30,475824,4.35
860286,30,415801,4.78
764642,15,289750,4.22
219930,30,437133,4.67
955352,30,355219,3.48
778795,30,326361,3.27
727254,15,372521,2.95
284330,30,365026,3.87
943170,20,457266,4.73
563700,20,397589,3.68
115099,30,409156,4.96
186447,30,474656,4.15
986314,30,366072,4.08
252171,30,409560,4.33
652796,30,305140,4.42
423431,15,355112,3.76
111280,30,499553,3.93
466555,30,427913,4.5
682700,15,339739,3.71
100775,30,347654,3.91
399564,30,448284,4.71
698276,30,399128,4.28
734451,30,468899,3.03
357821,30,375190,3.58
804037,30,236847,4.28
169966,30,413143,4.64
372486,30,263788,4.39
860105,30,329780,3.79
660801,20,251961,4.33
537472,30,400825,4.91
248488,30,304660,4.21
424233,30,383046,4.06
577434,30,405147,4.11
774324,10,316330,3.83
409158,30,419733,4.36
151787,30,454223,4.25
207291,10,403047,4.75
431227,15,364673,4.97
493245,15,258584,4.65
366517,20,478329,4.67
872698,30,357880,4.0
136860,30,420691,4.67
331955,10,362425,4.37
534651,20,371308,4.17
673224,30,413089,4.94
209758,30,389802,3.87
203074,20,214620,4.47
224816,30,334445,3.88
598204,15,415043,3.74
760855,15,560104,3.61
477225,30,332539,3.82
504579,30,361069,3.67
422319,20,441179,4.93
205887,15,405298,3.89
609113,30,244891,4.68
125678,30,289689,4.19
477411,15,420368,4.2
836772,10,328914,4.36
726519,15,497249,4.37
650625,15,296617,4.01
423779,30,277591,3.93
438439,30,400097,4.77
900493,30,373547,5.03
471110,15,252651,4.11
236221,30,476171,4.78
160977,30,288633,4.23
124615,30,320669,4.18
908999,15,338343,4.63
627402,30,479847,3.99
284621,30,412228,4.03
340204,30,326860,3.57
345236,15,409489,3.53
342174,30,297822,4.61
344011,30,387292,4.41
854257,30,439383,4.04
627646,30,368060,3.56
928676,30,373234,4.05
806344,30,350058,3.86
582386,30,286243,4.05
739419,30,305855,4.09
668965,30,380587,3.57
386682,30,509731,3.75
811792,15,282021,2.85
723469,15,403704,4.21
237849,10,359425,5.31
664503,30,378321,4.88
417590,30,313654,4.72
220083,30,330602,4.66
140315,15,515340,4.43
950876,30,361202,5.88
864510,15,430922,3.48
718519,30,302156,3.48
868361,30,329996,4.02
586949,30,454246,4.12
633325,15,299424,3.9
765985,30,322357,4.12
151628,20,344440,3.89
496557,30,234602,4.0
658126,30,291232,4.3
146623,30,217381,4.3
659840,30,446359,4.38
707407,30,361586,4.64
305611,15,387366,4.34
307495,15,367587,3.84
685204,30,348641,4.47
986750,30,354977,4.81
268133,10,303780,3.94
211632,30,430459,4.27
811313,10,444053,5.29
456819,30,431818,4.28
153147,30,350219,3.72
585640,30,343353,3.99
318806,30,251910,4.5
377848,30,308165,3.7
446090,15,353242,5.1
733964,30,463164,5.24
436654,30,520399,4.29
897118,30,366303,4.55
460392,30,393488,4.67
524274,30,372062,3.9
104836,30,416609,3.67
243177,15,478078,4.49
184097,30,320700,3.94
923967,30,449966,3.89
764302,15,383137,3.9
306710,30,421827,3.79
495354,20,353000,4.67
966897,30,324345,5.1
681393,30,401474,4.57
496853,30,397883,4.11
